Order_ID,Customer_ID,Customer_Name,Email,Order_Date,Product,Category,Quantity,Unit_Price,Total_Amount,City,Payment_Method,Order_Status
ORD-0319,CUST-1226,Vikas Patel,vikas.patel809 @gmail.com,2025-04-01,Power Bank,Electronics,4,"INR 1,599","₹6,396",Bengaluru,debit card,cancelled
ORD-0482,CUST-1165,Karan Jain,karan.jain253@gmail.com,"Dec 05, 2025",Storage Box,Home,2,INR 999,"INR 1,998",Jaipur,debit card,Delivered
ORD-0494,CUST-1142,Nitin Singh,nitin.singh384@gmail.com,01-10-2025,Hoodie,Fashion,1,"₹1,999",₹ 1999,mumbai ,credit card,DELIVERED
ORD-0266,CUST-1178,Neha Verma,neha.verma661@gmail.com,15-02-2025,T-Shirt,Fashion,2,₹ 599,"₹1,198",mumbai ,credit card,Shipped
ORD-0111,CUST-1162,Aditya Mishra,aditya.mishra340@gmail.com,18-11-2025,AI Fundamentals,Books,4,"INR 1,999",₹ 7996,New Delhi,COD,Cancelled
ORD-0469,CUST-1051,Aditya Sharma,aditya.sharma785@gmail.com,2025-03-17,Wireless Mouse,Electronics,2,₹ 299,598,mumbai ,Cash on Delivery,Cancelled
ORD-0709,CUST-1066,Aarav Jain,aarav.jain447@gmail.com,12-02-2025,SQL Handbook,Books,2,999,1998,delhi,cod,DELIVERED
ORD-0588,CUST-1067,Sneha Mishra,sneha.mishra400@gmail.com,"Jun 04, 2025",Python Basics,Books,1,499,INR 499,pune,UPI,DELIVERED
ORD-0257,CUST-1089,Priya Patel,priya.patel265@gmail.com,19/11/2025,Hoodie,Fashion,2,₹ 799,"1,598",Pune,cod,Cancelled
ORD-0261,CUST-1001,Vikas Sharma,vikas.sharma102@gmail.com,2025-01-29,Perfume,Beauty,3,299,INR 897,Delhi,cod,Cancelled
ORD-0544,CUST-1201,Aditya Sharma,aditya.sharma490@gmail.com,02-03-2025,Wireless Mouse,Electronics,6,"₹1,299","₹7,794",mumbai ,UPI,delivered
ORD-0406,CUST-1093,Priya Mishra,priya.mishra745@gmail.com,06/02/2025,Excel Guide,Books,1,INR 599,₹ 599,New Delhi,COD,Delivered
ORD-0429,CUST-1080,Sneha Verma,sneha.verma221@gmail.com,2025-12-01,Cap,Fashion,3,999,2997,jaipur ,credit card,DELIVERED
ORD-0676,CUST-1092,Vikas Mehta,vikas.mehta289@gmail.com,15/07/2025,Lip Balm,Beauty,4,INR 599,₹ 2396,Mumbai,Debit Card,delivered
ORD-0502,CUST-1037,Aarav Sharma,aarav.sharma193@gmail.com,15-02-2025,Water Bottle,Home,4,₹ 249,₹ 996,Lucknow,Credit Card,Shipped
ORD-0433,CUST-1009,Nitin Mehta,nitin.mehta198@gmail.com,"Jul 18, 2025",AI Fundamentals,Books,4,₹ 2499,"INR 9,996",delhi,credit card,Shipped
ORD-0731,CUST-1038,Karan Sharma,karan.sharma561@gmail.com,24-08-2025,AI Fundamentals,Books,2,INR 249,498,Mumbai,COD,Cancelled
ORD-0138,CUST-1116,Ananya Yadav,ananya.yadav229@gmail.com,10-11-2025,Perfume,Beauty,1,₹ 499,INR 499,New Delhi,Credit Card,delivered
ORD-0358,CUST-1031,Ananya Mishra,ananya.mishra907@gmail.com,"Oct 06, 2025",Hoodie,Fashion,2,249,INR 498,Delhi,UPI,cancelled
ORD-0928,CUST-1245,Ananya Yadav,ananya.yadav359@gmail.com,"Jan 25, 2025",Excel Guide,Books,1,399,399,Bengaluru,debit card,DELIVERED
ORD-0222,CUST-1207,Priya Mishra,priya.mishra715@gmail.com,"Jun 29, 2025",USB Cable,Electronics,1,INR 399,399,delhi,credit card,Shipped
ORD-0753,CUST-1217,Ananya Kumar,ananya.kumar985@gmail.com,2025-08-08,Body Lotion,Beauty,4,"1,299","₹5,196",mumbai ,Cash on Delivery,Pending
ORD-0594,CUST-1040,Rohan Mehta,rohan.mehta36@gmail.com,26/05/2025,Keyboard,Electronics,4,₹ 1999,"7,996",Jaipur,upi,Pending
ORD-0804,CUST-1069,Priya Mishra,priya.mishra21@gmail.com,2025-06-08,Storage Box,Home,1,249,INR 249,jaipur ,UPI,Shipped
ORD-0364,CUST-1050,Aarav Verma,aarav.verma665@gmail.com,"Sep 11, 2025",Excel Guide,Books,6,"₹1,599","INR 9,594",jaipur ,cod,shipped
ORD-0523,CUST-1114,Sneha Mehta,sneha.mehta431@gmail.com,24-10-2025,Water Bottle,Home,1,399,₹ 399,Jaipur,cod,cancelled
ORD-0209,CUST-1039,Sneha Mishra,sneha.mishra714@gmail.com,2025-10-22,Storage Box,Home,6,₹ 1299,"7,794",Bengaluru,COD,cancelled
ORD-0778,CUST-1031,Aarav Patel,aarav.patel476@gmail.com,15-09-2025,Data Analytics,Books,5,"2,499","INR 12,495",mumbai ,Debit Card,cancelled
ORD-0335,CUST-1194,Vikas Jain,vikas.jain453@gmail.com,11/06/2025,Bedsheet,Home,4,₹ 799,"₹3,196",pune,UPI,delivered
ORD-0211,CUST-1006,Vikas Singh,vikas.singh458@gmail.com,"Dec 23, 2025",Storage Box,Home,4,599,"₹2,396",mumbai ,UPI,delivered
ORD-0351,CUST-1166,Nitin Gupta,nitin.gupta434@gmail.com,19/06/2025,Cap,Fashion,6,₹ 249,₹ 1494,Pune,credit card,DELIVERED
ORD-0079,CUST-1231,Vikas Mishra,vikas.mishra156@gmail.com,"Apr 29, 2025",Perfume,Beauty,6,399,₹ 2394,mumbai ,UPI,Cancelled
ORD-0030,CUST-1224,Aarav Verma,aarav.verma764@gmail.com,"Jun 20, 2025",Table Lamp,Home,2,INR 799,"1,598",delhi,upi,pending
ORD-0281,CUST-1069,Ananya Kumar,ananya.kumar873@gmail.com,09/09/2025,T-Shirt,Fashion,3,INR 499,"INR 1,497",mumbai ,COD,Pending
ORD-0508,CUST-1228,Priya Jain,priya.jain900@gmail.com,"Apr 13, 2025",Headphones,Electronics,2,INR 249,₹498,Pune,COD,Delivered
ORD-0639,CUST-1244,Rohan Patel,rohan.patel182@gmail.com,2025-05-27,Body Lotion,Beauty,1,INR 249,249,New Delhi,Credit Card,shipped
ORD-0802,CUST-1043,Rahul Patel,rahul.patel629@gmail.com,"Feb 09, 2025",Python Basics,Books,2,₹ 799,"1,598",jaipur ,Cash on Delivery,pending
ORD-0290,CUST-1189,Neha Verma,neha.verma748@gmail.com,"Jan 14, 2025",Power Bank,electronics,4,"1,999","7,996",Bengaluru,Cash on Delivery,pending
ORD-0166,CUST-1146,Rohan Mehta,rohan.mehta176@gmail.com,23-08-2025,SQL Handbook,Books,3,INR 399,"₹1,197",Lucknow,debit card,shipped
ORD-0856,CUST-1055,Vikas Patel,vikas.patel473@gmail.com,30-06-2025,Shampoo,Beauty,3,₹199,597,New Delhi,debit card,pending
ORD-0498,CUST-1004,Simran Verma,simran.verma510@gmail.com,01/12/2025,Data Analytics,Books,1,₹ 199,199,Delhi,credit card,DELIVERED
ORD-0463,CUST-1221,Simran Yadav,simran.yadav109@gmail.com,22-08-2025,Perfume,Beauty,2,₹ 249,₹ 498,Mumbai,credit card,DELIVERED
ORD-0066,CUST-1163,Ananya Mishra,ananya.mishra51@gmail.com,"Mar 31, 2025",AI Fundamentals,Books,-1,1999,₹ 1999,mumbai ,Credit Card,pending
ORD-0142,CUST-1083,Karan Patel,karan.patel942@gmail.com,29/01/2025,AI Fundamentals,Books,2,299,INR 598,mumbai ,Credit Card,DELIVERED
ORD-0276,CUST-1109,Rahul Singh,rahul.singh982@gmail.com,2025-08-18,AI Fundamentals,Books,6,"INR 1,599","INR 9,594",Mumbai,Credit Card,Delivered
ORD-0831,CUST-1147,Rohan Singh,rohan.singh36@gmail.com,12/08/2025,Data Analytics,Books,3,399,"INR 1,197",Delhi,cod,delivered
ORD-0582,CUST-1013,Aarav Sharma,aarav.sharma955@gmail.com,2025-10-13,Lip Balm,Beauty,5,₹399,₹ 1995,Mumbai,Debit Card,DELIVERED
ORD-0465,CUST-1203,Neha Mishra,neha.mishra598@gmail.com,07/03/2025,Lip Balm,Beauty,2,₹ 499,₹998,Bangalore,cod,delivered
ORD-0668,CUST-1006,Rahul Gupta,rahul.gupta916@gmail.com,2025-05-15,Keyboard,Electronics,2,499,998,Mumbai,Credit Card,Shipped
ORD-0320,CUST-1077,Priya Kumar,priya.kumar417@gmail.com,25-06-2025,Lip Balm,Beauty,5,₹ 2499,"INR 12,495",delhi,Cash on Delivery,cancelled
ORD-0843,CUST-1155,Simran Mehta,simran.mehta228@gmail.com,27-08-2025,Headphones,Electronics,6,INR 199,1194,New Delhi,Cash on Delivery,shipped
ORD-0307,CUST-1209,Nitin Verma,nitin.verma346@gmail.com,"Jul 03, 2025",Wireless Mouse,Electronics,2,1999,"3,998",Lucknow,upi,Pending
ORD-0308,CUST-1242,Karan Yadav,karan.yadav288@gmail.com,"Jul 17, 2025",Jeans,Fashion,1,₹ 799,INR 799,New Delhi,Credit Card,Delivered
ORD-0824,CUST-1163,Vikas Jain,vikas.jain392@gmail.com,2025-04-01,Excel Guide,Books,1,299,₹ 299,Bengaluru,Debit Card,pending
ORD-0334,CUST-1148,Simran Mehta,simran.mehta48@gmail.com,14/02/2025,Keyboard,Electronics,1,₹999,INR 999,mumbai ,cod,delivered
ORD-0050,CUST-1218,Aarav Mehta,aarav.mehta555@gmail.com,08-08-2025,Cap,Fashion,1,"₹1,599",1599,jaipur ,debit card,Delivered
ORD-0738,CUST-1162,Priya Jain,priya.jain510@gmail.com,2025-06-04,Shampoo,Beauty,1,₹ 249,₹249,Pune,Cash on Delivery,shipped
ORD-0003,CUST-1155,Rahul Gupta,rahul.gupta990@gmail.com,22/06/2025,Wall Clock,Home,3,₹499,₹ 1497,New Delhi,debit card,Pending
ORD-0546,CUST-1247,Priya Patel,priya.patel593@gmail.com,04/02/2025,Storage Box,Home,6,1599,"₹9,594",pune,credit card,Shipped
ORD-0353,CUST-1044,Aditya Mishra,aditya.mishra662@gmail.com,10-01-2025,Jeans,Fashion,5,₹799,"INR 3,995",Pune,COD,Cancelled
ORD-0908,CUST-1142,Ananya Mishra,ananya.mishra231@gmail.com,15-01-2025,T-Shirt,Fashion,5,599,₹ 2995,Bengaluru,UPI,delivered
ORD-0590,CUST-1189,Karan Kumar,karan.kumar934@gmail.com,15-05-2025,Body Lotion,Beauty,6,599,"3,594",Bengaluru,Credit Card,Pending
ORD-0347,CUST-1121,Priya Singh,priya.singh280@gmail.com,2025-07-09,T-Shirt,Fashion,2,₹999,"INR 1,998",pune,debit card,pending
ORD-0998,CUST-1195,Aditya Kumar,aditya.kumar320@gmail.com,2025-11-12,USB Cable,Electronics,1,₹399,399,Jaipur,COD,Shipped
ORD-0484,CUST-1245,Ananya Yadav,ananya.yadav401@gmail.com,14-12-2025,Storage Box,Home,4,199,₹796,New Delhi,cod,Pending
ORD-0579,CUST-1001,Sneha Mehta,sneha.mehta474@gmail.com,22/12/2025,Hoodie,Fashion,5,"₹2,499","INR 12,495",jaipur ,COD,DELIVERED
ord-0034,CUST-1130,Nitin Gupta,nitin.gupta382@gmail.com,09/08/2025,Face Wash,Beauty,5,"1,299",6495,Bangalore,upi,shipped
ORD-0032,CUST-1010,Sneha Jain,sneha.jain705@gmail.com,02-10-2025,Headphones,Electronics,3,"₹1,999","₹5,997",mumbai ,Credit Card,shipped
ORD-0232,CUST-1236,Aditya Sharma,aditya.sharma634@gmail.com,2025-11-29,Table Lamp,Home,1,₹ 1299,"1,299",Lucknow,credit card,DELIVERED
ORD-0751,CUST-1176,Simran Patel,simran.patel574@gmail.com,"Nov 01, 2025",Hoodie,Fashion,2,₹ 599,1198,delhi,Debit Card,Delivered
ORD-0193,CUST-1166,Karan Jain,karan.jain575@gmail.com,01/09/2025,Wireless Mouse,Electronics,1,₹799,INR 799,New Delhi,COD,pending
ORD-0514,CUST-1123,Aarav Jain,aarav.jain982@gmail.com,2025-04-22,Shampoo,Beauty,1,"1,299","1,299",Mumbai,upi,Delivered
ORD-0004,CUST-1181,Sneha Singh,sneha.singh954@gmail.com,13/07/2025,T-Shirt,Fashion,6,999,"5,994",jaipur ,debit card,Shipped
ORD-0205,CUST-1113,Rohan Mishra,rohan.mishra214@gmail.com,2025-10-31,Body Lotion,Beauty,4,599,"₹2,396",Lucknow,COD,Shipped
ORD-0434,CUST-1222,Priya Gupta,priya.gupta785@gmail.com,15/04/2025,Face Wash,Beauty,3,INR 799,₹ 2397,Jaipur,COD,Pending
ORD-0577,CUST-1226,Karan Kumar,karan.kumar318@gmail.com,2025-02-16,Wall Clock,Home,4,199,INR 796,delhi,COD,Pending
ORD-0982,CUST-1203,Simran Patel,simran.patel213@gmail.com,2025-10-18,Data Analytics,Books,3,"INR 1,599","4,797",Delhi,upi,shipped
ORD-0110,CUST-1194,Ananya Gupta,ananya.gupta187@gmail.com,2025-11-05,Table Lamp,Home,1,₹299,INR 299,jaipur ,COD,Cancelled
ORD-0600,CUST-1077,Simran Verma,simran.verma963@gmail.com,11/09/2025,Shampoo,Beauty,6,"1,999",₹ 11994,Bengaluru,upi,Cancelled
ORD-0078,CUST-1157,Neha Jain,neha.jain159@gmail.com,"May 06, 2025",T-Shirt,Fashion,3,599,"INR 1,797",delhi,Credit Card,delivered
ORD-0085,CUST-1032,Simran Jain,simran.jain876@gmail.com,13-10-2025,Keyboard,Electronics,2,"₹1,999",₹ 3998,Delhi,Debit Card,cancelled
ORD-0524,CUST-1091,Ananya Verma,ananya.verma818@gmail.com,2025-05-14,Body Lotion,Beauty,5,₹ 299,"1,495",mumbai ,UPI,DELIVERED
ORD-0083,CUST-1052,Aditya Mehta,aditya.mehta759@gmail.com,09/03/2025,Headphones,Electronics,4,199,796,Lucknow,Cash on Delivery,DELIVERED
ORD-0255,CUST-1072,Vikas Sharma,vikas.sharma401@gmail.com,"Dec 16, 2025",SQL Handbook,Books,6,INR 799,"4,794",Mumbai,Credit Card,shipped
ORD-0965,CUST-1187,Nitin Singh,nitin.singh581@gmail.com,11-08-2025,Lip Balm,Beauty,6,INR 499,"₹2,994",Bangalore,COD,Pending
ORD-0409,CUST-1169,Vikas Jain,vikas.jain914@gmail.com,2025-02-23,Power Bank,Electronics,3,"INR 1,999",5997,Bengaluru,cod,Pending
ORD-0653,CUST-1127,Nitin Sharma,nitin.sharma884@gmail.com,"Jun 15, 2025",SQL Handbook,Books,1,₹ 799,799,New Delhi,cod,Cancelled
ORD-0877,CUST-1177,Aarav Kumar,aarav.kumar859@gmail.com,29/11/2025,SQL Handbook,Books,1,249,249,New Delhi,Debit Card,Cancelled
ORD-0918,CUST-1246,Priya Jain,priya.jain860@gmail.com,26/10/2025,AI Fundamentals,Books,6,INR 599,₹ 3594,jaipur ,upi,delivered
ORD-0437,CUST-1119,Ananya Yadav,ananya.yadav180@gmail.com,05-08-2025,Hoodie,Fashion,4,499,"₹1,996",Lucknow,cod,DELIVERED
ORD-0006,CUST-1070,Simran Singh,simran.singh633@gmail.com,2025-11-22,Jeans,Fashion,6,499,"INR 2,994",delhi,COD,pending
ORD-0405,CUST-1160,Rohan Yadav,rohan.yadav206@gmail.com,20/02/2025,Table Lamp,Home,1,399,₹ 399,jaipur ,COD,cancelled
ORD-0468,CUST-1127,Rohan Yadav,rohan.yadav190@gmail.com,"Jun 07, 2025",SQL Handbook,Books,3,"₹1,299",3897,New Delhi,Cash on Delivery,Pending
ORD-0098,CUST-1106,Simran Mehta,simran.mehta841@gmail.com,08/03/2025,Wireless Mouse,Electronics,4,249,996,pune,debit card,delivered
ORD-0559,CUST-1215,Aditya Mehta,aditya.mehta794@gmail.com,26-05-2025,Hoodie,Fashion,5,₹799,"₹3,995",Jaipur,UPI,DELIVERED
ORD-0360,CUST-1095,Aditya Kumar,aditya.kumar706@gmail.com,2025-07-23,SQL Handbook,Books,5,₹ 599,2995,pune,COD,DELIVERED
ORD-0921,CUST-1202,Karan Mehta,karan.mehta91@gmail.com,30/06/2025,Keyboard,Electronics,4,"2,499",₹ 9996,Jaipur,credit card,Cancelled
ORD-0267,CUST-1090,Simran Sharma,simran.sharma59@gmail.com,"Jul 17, 2025",Headphones,Electronics,3,₹ 249,INR 747,Bengaluru,COD,pending
ORD-0737,CUST-1161,Neha Yadav,neha.yadav193@gmail.com,27/01/2025,Shampoo,Beauty,1,249,249,Jaipur,Cash on Delivery,DELIVERED
ORD-0383,CUST-1106,Nitin Kumar,nitin.kumar737@gmail.com,"May 17, 2025",Jeans,Fashion,3,599,₹ 1797,Bangalore,cod,Cancelled
ORD-0693,CUST-1121,Vikas Yadav,vikas.yadav482@gmail.com,04/02/2025,Bedsheet,Home,6,2499,"INR 14,994",Lucknow,COD,DELIVERED
ORD-0412,CUST-1147,Aarav Kumar,aarav.kumar237@gmail.com,20-04-2025,Power Bank,Electronics,2,₹499,998,pune,cod,cancelled
ORD-0885,CUST-1168,Priya Mehta,priya.mehta934@gmail.com,"Dec 28, 2025",Bedsheet,Home,5,1299,"₹6,495",delhi,Credit Card,Pending
ORD-0119,CUST-1213,Sneha Sharma,sneha.sharma687@gmail.com,2025-06-22,Power Bank,Electronics,5,2499,₹ 12495,delhi,Credit Card,DELIVERED
ORD-0431,CUST-1007,Karan Kumar,karan.kumar463@gmail.com,23-11-2025,Water Bottle,Home,3,INR 799,"INR 2,397",New Delhi,Credit Card,DELIVERED
ORD-0251,CUST-1248,Rahul Kumar,rahul.kumar856@gmail.com,27/12/2025,Body Lotion,Beauty,1,INR 249,249,delhi,upi,Shipped
ORD-0343,CUST-1188,Sneha Singh,sneha.singh189@gmail.com,27/11/2025,Body Lotion,Beauty,3,999,"INR 2,997",pune,credit card,shipped
ORD-0010,CUST-1117,Aarav Singh,aarav.singh708@gmail.com,02-10-2025,Perfume,Beauty,3,"1,299","₹3,897",mumbai ,Cash on Delivery,DELIVERED
ORD-0197,CUST-1048,Aarav Kumar,aarav.kumar812@gmail.com,"Aug 19, 2025",AI Fundamentals,Books,4,INR 599,"2,396",pune,Cash on Delivery,pending
ORD-0755,CUST-1183,Vikas Yadav,vikas.yadav537@gmail.com,17/12/2025,Perfume,Beauty,6,₹ 299,"₹1,794",Jaipur,credit card,Delivered
ORD-0082,CUST-1232,Aditya Mehta,aditya.mehta234@gmail.com,2025-11-22,SQL Handbook,Books,3,399,"1,197",jaipur ,Credit Card,delivered
ORD-0911,CUST-1113,Aarav Singh,aarav.singh324@gmail.com,19-10-2025,Sneakers,Fashion,6,"1,599","INR 9,594",Pune,COD,Delivered
ORD-0479,CUST-1074,Ananya Sharma,ananya.sharma654@gmail.com,2025-08-31,Excel Guide,Books,6,1599,"₹9,594",jaipur ,Debit Card,Delivered
ORD-0623,CUST-1131,Aarav Patel,aarav.patel352@gmail.com,2025-07-19,Shampoo,Beauty,3,249,747,mumbai ,credit card,delivered
ORD-0240,CUST-1198,Sneha Patel,sneha.patel811@gmail.com,2025-05-13,Keyboard,Electronics,4,599,"INR 2,396",Lucknow,Debit Card,delivered
ORD-0293,CUST-1228,Ananya Mishra,ananya.mishra311@gmail.com,26/08/2025,Hoodie,Fashion,3,₹ 599,"₹1,797",jaipur ,upi,Cancelled
 ORD-0142 ,CUST-1205,Simran Gupta,simran.gupta538@gmail.com,2025-03-31,T-Shirt,Fashion,6,299,1794,Bengaluru,COD,Shipped
ORD-0721,CUST-1210,Ananya Yadav,ananya.yadav494@gmail.com,"Jun 22, 2025",USB Cable,Electronics,5,"1,299","6,495",jaipur ,debit card,Pending
ORD-0362,CUST-1211,Karan Mehta,karan.mehta830@gmail.com,09/10/2025,Water Bottle,Home,2,"INR 1,299",₹ 2598,jaipur ,UPI,delivered
ORD-0452,CUST-1077,Nitin Yadav,nitin.yadav923@gmail.com,02-10-2025,Keyboard,Electronics,4,₹ 299,₹ 1196,Lucknow,UPI,cancelled
ORD-0228,CUST-1168,Vikas Yadav,vikas.yadav10@gmail.com,2025-08-08,Face Wash,Beauty,1,INR 299,299,delhi,Debit Card,delivered
ORD-0860,CUST-1188,Simran Kumar,simran.kumar517@gmail.com,2025-04-16,Face Wash,Beauty,2,"INR 2,499","4,998",jaipur ,Debit Card,shipped
ORD-0363,CUST-1158,Rohan Singh,rohan.singh279@gmail.com,24-04-2025,Wall Clock,Home,5,₹799,3995,Delhi,Cash on Delivery,pending
ORD-0800,CUST-1183,Aarav Sharma,aarav.sharma628@gmail.com,2025-03-30,Headphones,Electronics,1,₹299,₹ 299,Bengaluru,COD,cancelled
ORD-0657,CUST-1250,Priya Singh,priya.singh804@gmail.com,"Nov 04, 2025",T-Shirt,Fashion,3,"₹1,299",₹ 3897,Jaipur,upi,delivered
ORD-0550,CUST-1102,Priya Singh,priya.singh926@gmail.com,01-09-2025,SQL Handbook,Books,3,INR 799,"₹2,397",jaipur ,COD,delivered
ORD-0644,CUST-1154,Aarav Yadav,aarav.yadav994@gmail.com,14-11-2025,Perfume,Beauty,4,INR 199,₹796,Delhi,COD,shipped
ORD-0581,CUST-1047,Rahul Kumar,rahul.kumar187@gmail.com,18-12-2025,Hoodie,Fashion,4,"2,499","INR 9,996",New Delhi,Cash on Delivery,Pending
ORD-0926,CUST-1186,Vikas Jain,vikas.jain655@gmail.com,"Aug 19, 2025",Wireless Mouse,Electronics,6,599,₹ 3594,Lucknow,Credit Card,DELIVERED
ORD-0371,CUST-1189,Neha Gupta,neha.gupta925@gmail.com,21-10-2025,Data Analytics,Books,4,INR 599,"INR 2,396",Pune,credit card,Shipped
ORD-0008,CUST-1057,Rahul Kumar,rahul.kumar152@gmail.com,07-05-2025,Lip Balm,Beauty,6,999,₹ 5994,Jaipur,Cash on Delivery,Pending
ORD-0156,CUST-1005,Aarav Mishra,aarav.mishra501@gmail.com,"Mar 29, 2025",AI Fundamentals,Books,2,"INR 2,499","INR 4,998",Delhi,upi,Shipped
ORD-0543,CUST-1051,Priya Verma,priya.verma90@gmail.com,06/08/2025,Table Lamp,Home,3,₹299,₹897,Pune,Cash on Delivery,Delivered
ORD-0443,CUST-1038,Aarav Gupta,aarav.gupta913@gmail.com,08-10-2025,Face Wash,Beauty,5,1599,7995,Mumbai,UPI,DELIVERED
ORD-0820,,Nitin Mishra,nitin.mishra641@gmail.com,16-03-2025,Data Analytics,Books,1,"2,499","₹2,499",delhi,COD,DELIVERED
ORD-0399,CUST-1203,Rohan Mishra,rohan.mishra356@gmail.com,17/11/2025,Keyboard,Electronics,2,₹999,"1,998",jaipur ,Credit Card,cancelled
ORD-0782,CUST-1084,Simran Jain,simran.jain978@gmail.com,01-12-2025,Python Basics,Books,6,2499,14994,Mumbai,COD,Shipped
ORD-0568,CUST-1217,Simran Sharma,simran.sharma544@gmail.com,13-04-2025,AI Fundamentals,Books,4,₹ 1599,"INR 6,396",Mumbai,Credit Card,shipped
ORD-0591,CUST-1067,Nitin Yadav,nitin.yadav64@gmail.com,2025-04-07,Shampoo,Beauty,5,"₹1,999","INR 9,995",delhi,UPI,Cancelled
ORD-0715,CUST-1188,Karan Verma,karan.verma859@gmail.com,07-08-2025,Python Basics,Books,5,399,1995,pune,Cash on Delivery,shipped
ORD-0938,CUST-1108,Vikas Jain,vikas.jain622@gmail.com,"Jul 02, 2025",Bedsheet,Home,6,999,"₹5,994",Mumbai,upi,shipped
ORD-0569,CUST-1062,Nitin Gupta,nitin.gupta876@gmail.com,31-07-2025,Lip Balm,Beauty,3,249,INR 747,mumbai ,credit card,pending
ORD-0866,CUST-1236,Neha Yadav,neha.yadav41@gmail.com,"May 06, 2025",Shampoo,Beauty,6,299,"INR 1,794",Lucknow,upi,Shipped
ORD-0532,CUST-1036,Rohan Gupta,rohan.gupta755@gmail.com,"Aug 16, 2025",Sneakers,Fashion,4,₹ 1299,"5,196",delhi,Cash on Delivery,pending
ORD-0585,CUST-1233,Priya Jain,priya.jain194@gmail.com,2025-07-29,Bedsheet,Home,6,"₹1,999","11,994",mumbai ,credit card,Cancelled
ORD-0711,CUST-1165,Simran Mehta,simran.mehta513@gmail.com,"Jul 27, 2025",Water Bottle,Home,-1,₹ 1299,"1,299",Bengaluru,COD,shipped
ORD-0451,CUST-1205,Aditya Mishra,aditya.mishra993@gmail.com,2025-01-15,Sneakers,Fashion,4,"INR 2,499","9,996",Bangalore,COD,Cancelled
ORD-0779,CUST-1211,Priya Kumar,priya.kumar50@gmail.com,2025-11-24,Table Lamp,Home,1,"1,299","INR 1,299",mumbai ,UPI,Shipped
ORD-0229,CUST-1001,Nitin Verma,nitin.verma63@gmail.com,22-07-2025,Sneakers,Fashion,1,INR 599,₹ 599,jaipur ,upi,delivered
ORD-0537,CUST-1082,Vikas Singh,vikas.singh392@gmail.com,20/09/2025,Body Lotion,Beauty,6,"1,999","INR 11,994",Jaipur,UPI,DELIVERED
ORD-0732,CUST-1127,Nitin Sharma,nitin.sharma623@gmail.com,13-06-2025,Excel Guide,Books,2,2499,"₹4,998",mumbai ,COD,Shipped
ORD-0213,CUST-1181,Nitin Jain,nitin.jain415@gmail.com,2025-01-15,Shampoo,Beauty,2,₹ 1999,3998,Bengaluru,Cash on Delivery,Delivered
ORD-0080,CUST-1219,Vikas Mehta,vikas.mehta611@gmail.com,"Jun 03, 2025",Cap,Fashion,2,249,₹ 498,mumbai ,credit card,pending
ORD-0149,CUST-1150,Vikas Kumar,vikas.kumar519@gmail.com,12/01/2025,Wall Clock,Home,5,₹ 999,4995,Pune,credit card,Shipped
ORD-0303,CUST-1250,Rohan Kumar,rohan.kumar126@gmail.com,"Feb 24, 2025",Power Bank,Electronics,6,"INR 1,599",9594,Mumbai,Debit Card,cancelled
ORD-0663,CUST-1061,Ananya Mishra,ananya.mishra361@gmail.com,30-05-2025,Data Analytics,Books,2,₹999,1998,Jaipur,Credit Card,Delivered
ORD-0329,CUST-1090,Sneha Singh,sneha.singh815@gmail.com,2025-09-16,Cap,Fashion,2,₹ 299,598,pune,Cash on Delivery,delivered
ORD-0927,CUST-1185,Aarav Mishra,aarav.mishra617@gmail.com,"Jul 09, 2025",AI Fundamentals,Books,1,₹ 299,299,Pune,Credit Card,cancelled
ORD-0345,CUST-1102,Neha Jain,neha.jain238@gmail.com,29-10-2025,SQL Handbook,Books,6,INR 299,₹ 1794,pune,cod,delivered
ORD-0545,CUST-1091,Priya Verma,priya.verma696@gmail.com,29/06/2025,Power Bank,Electronics,2,"₹1,599","INR 3,198",Lucknow,Debit Card,Pending
ORD-0507,CUST-1200,Rohan Gupta,rohan.gupta748@gmail.com,16-08-2025,USB Cable,Electronics,5,₹ 249,"INR 1,245",Lucknow,debit card,Shipped
ORD-0134,CUST-1071,Simran Jain,simran.jain180@gmail.com,"Dec 20, 2025",Sneakers,Fashion,4,"1,599",₹ 6396,Delhi,debit card,pending
ORD-0552,CUST-1092,Karan Singh,karan.singh248@gmail.com,"Aug 06, 2025",Bedsheet,Home,2,"1,599",3198,Jaipur,Debit Card,pending
ORD-0312,CUST-1058,Rahul Singh,rahul.singh779@gmail.com,09-09-2025,Storage Box,Home,4,INR 999,"3,996",mumbai ,UPI,cancelled
ORD-0845,CUST-1152,Vikas Yadav,vikas.yadav57@gmail.com,,Jeans,Fashion,2,₹199,₹398,Pune,Credit Card,Pending
ORD-0953,CUST-1143,Vikas Mehta,vikas.mehta992@gmail.com,2025-11-30,Storage Box,Home,4,"1,299",₹ 5196,Lucknow,COD,cancelled
ORD-0001,CUST-1056,Priya Gupta,priya.gupta152@gmail.com,22/02/2025,Wireless Mouse,Electronics,6,499,₹ 2994,Delhi,UPI,delivered
ORD-0317,CUST-1212,Simran Jain,simran.jain119@gmail.com,2025-05-11,Wall Clock,Home,2,"INR 2,499","₹4,998",Bengaluru,credit card,Cancelled
ORD-0746,CUST-1163,Karan Yadav,karan.yadav95@gmail.com,"May 11, 2025",Hoodie,Fashion,6,INR 299,1794,Mumbai,upi,shipped
